,Metro,State,zipcode,City,County
5442,Forest City,NC,28139,Rutherfordton,Rutherford County
5443,Santa Rosa,CA,95448,Healdsburg,Sonoma County
5444,New York-Newark-Jersey City,NJ,8721,Berkeley,Ocean County
5445,Lynchburg,VA,24523,Bedford,Bedford County
5446,Dallas-Fort Worth-Arlington,TX,76148,Watauga,Tarrant County
5447,Albuquerque,NM,87002,Belen,Valencia County
5448,New York-Newark-Jersey City,NJ,7901,Summit,Union County
5449,Lancaster,PA,17545,Rapho,Lancaster County
5450,Fond du Lac,WI,54937,North Fond du Lac,Fond du Lac County
5451,Montgomery,AL,36066,Prattville,Autauga County
5452,Denver-Aurora-Lakewood,CO,80403,Golden,Jefferson County
5453,Coshocton,OH,43812,Coshocton,Coshocton County
5454,Virginia Beach-Norfolk-Newport News,VA,23502,Norfolk,Norfolk City
5455,Huntsville,AL,35613,Athens,Limestone County
5456,Baltimore-Columbia-Towson,MD,21076,Hanover,Anne Arundel County
5457,San Francisco-Oakland-Hayward,CA,94706,Albany,Alameda County
5458,Canton-Massillon,OH,44709,Canton,Stark County
5459,Wilson,NC,27896,Wilson,Wilson County
5460,Bakersfield,CA,93560,Rosamond,Kern County
5461,Baltimore-Columbia-Towson,MD,21078,Havre de Grace,Harford County
5462,Des Moines-West Des Moines,IA,50320,Des Moines,Polk County
5463,Tampa-St. Petersburg-Clearwater,FL,33609,Tampa,Hillsborough County
5464,Baltimore-Columbia-Towson,MD,21037,Edgewater,Anne Arundel County
5465,Punta Gorda,FL,33948,Port Charlotte,Charlotte County
5466,Wichita,KS,67204,Wichita,Sedgwick County
5467,Eugene,OR,97439,Florence,Lane County
5468,Durham-Chapel Hill,NC,27712,Durham,Durham County
5469,Oxnard-Thousand Oaks-Ventura,CA,91361,Westlake Village,Ventura County
5470,Los Angeles-Long Beach-Anaheim,CA,92606,Irvine,Orange County
5471,Houston-The Woodlands-Sugar Land,TX,77038,Houston,Harris County
5472,Altus,OK,73521,Altus,Jackson County
5473,Baltimore-Columbia-Towson,MD,21012,Arnold,Anne Arundel County
5474,Atlanta-Sandy Springs-Roswell,GA,30017,Grayson,Gwinnett County
5475,Truckee-Grass Valley,CA,95949,Grass Valley,Nevada County
5476,Dallas-Fort Worth-Arlington,TX,75146,Lancaster,Dallas County
5477,Philadelphia-Camden-Wilmington,PA,19006,Lower Moreland,Montgomery County
5478,Canton-Massillon,OH,44641,Louisville,Stark County
5479,Laconia,NH,3246,Laconia,Belknap County
5480,Riverside-San Bernardino-Ontario,CA,92551,Moreno Valley,Riverside County
5481,Bozeman,MT,59714,Belgrade,Gallatin County
5482,Colorado Springs,CO,80921,Colorado Springs,El Paso County
5483,Minneapolis-St. Paul-Bloomington,MN,55038,Hugo,Washington County
5484,Kansas City,KS,66209,Leawood,Johnson County
5485,New York-Newark-Jersey City,NY,11001,Floral Park,Nassau County
5486,Los Angeles-Long Beach-Anaheim,CA,91201,Glendale,Los Angeles County
5487,Atlanta-Sandy Springs-Roswell,GA,30106,Austell,Cobb County
5488,Yankton,SD,57078,Yankton,Yankton County
5489,Sacramento--Roseville--Arden-Arcade,CA,96150,South Lake Tahoe,El Dorado County
5490,Crossville,TN,38555,Crossville,Cumberland County
5491,Columbus,OH,43231,Columbus,Franklin County
5492,Homosassa Springs,FL,34442,Hernando,Citrus County
5493,Los Angeles-Long Beach-Anaheim,CA,91307,Los Angeles,Los Angeles County
5494,Orlando-Kissimmee-Sanford,FL,32826,Orlando,Orange County
5495,San Jose-Sunnyvale-Santa Clara,CA,94024,Los Altos,Santa Clara County
5496,Buffalo-Cheektowaga-Niagara Falls,NY,14206,Buffalo,Erie County
5497,Gaffney,SC,29340,Gaffney,Cherokee County
5498,Philadelphia-Camden-Wilmington,PA,19061,Upper Chichester,Delaware County
5499,Dallas-Fort Worth-Arlington,TX,75022,Flower Mound,Denton County
5500,Houston-The Woodlands-Sugar Land,TX,77505,Pasadena,Harris County
5501,Madison,WI,53589,Stoughton,Dane County
5502,Chicago-Naperville-Elgin,IL,60430,Homewood,Cook County
5503,Bellingham,WA,98264,Lynden,Whatcom County
5504,Detroit-Warren-Dearborn,MI,48033,Southfield,Oakland County
5505,Cleveland-Elyria,OH,44123,Euclid,Cuyahoga County
5506,New York-Newark-Jersey City,NJ,7201,Elizabeth,Union County
5507,Dayton,TN,37321,Dayton,Rhea County
5508,Ocala,FL,34482,Ocala,Marion County
5509,Boston-Cambridge-Newton,MA,1749,Hudson,Middlesex County
5510,Birmingham-Hoover,AL,35235,Birmingham,Jefferson County
5511,Seattle-Tacoma-Bellevue,WA,98005,Bellevue,King County
5512,Talladega-Sylacauga,AL,35150,Sylacauga,Talladega County
5513,Milwaukee-Waukesha-West Allis,WI,53224,Milwaukee,Milwaukee County
5514,Seattle-Tacoma-Bellevue,WA,98108,Seattle,King County
5515,Philadelphia-Camden-Wilmington,PA,19010,Bryn Mawr,Delaware County
5516,Chicago-Naperville-Elgin,IL,60661,Chicago,Cook County
5517,Beeville,TX,78102,Beeville,Bee County
5518,Dunn,NC,28326,Cameron,Harnett County
5519,Kinston,NC,28501,Kinston,Lenoir County
5520,Lynchburg,VA,24503,Lynchburg,Lynchburg City
5521,Greensboro-High Point,NC,27408,Greensboro,Guilford County
5522,Tulsa,OK,74134,Tulsa,Tulsa County
5523,Sacramento--Roseville--Arden-Arcade,CA,95819,Sacramento,Sacramento County
5524,New York-Newark-Jersey City,NY,11776,Port Jefferson Station,Suffolk County
5525,Warner Robins,GA,31008,Byron,Peach County
5526,Los Angeles-Long Beach-Anaheim,CA,91775,San Gabriel,Los Angeles County
5527,Detroit-Warren-Dearborn,MI,48169,Pinckney,Livingston County
5528,Huntington-Ashland,KY,41102,Ashland,Boyd County
5529,Houston-The Woodlands-Sugar Land,TX,77578,Manvel,Brazoria County
5530,Roanoke,VA,24151,Rocky Mount,Franklin County
5531,Boston-Cambridge-Newton,MA,2114,Boston,Suffolk County
5532,St. Louis,MO,63138,Spanish Lake,Saint Louis County
5533,Riverside-San Bernardino-Ontario,CA,92596,Winchester,Riverside County
5534,Abilene,TX,79601,Abilene,Taylor County
5535,St. Louis,MO,63020,De Soto,Jefferson County
5536,Evansville,IN,47710,Evansville,Vanderburgh County
5537,Miami-Fort Lauderdale-West Palm Beach,FL,33181,North Miami,Miami-Dade County
5538,Cleveland-Elyria,OH,44147,Broadview Heights,Cuyahoga County
5539,Chicago-Naperville-Elgin,IL,60124,Elgin,Kane County
5540,Boise City,ID,83634,Kuna,Ada County
5541,Shawnee,OK,74804,Shawnee,Pottawatomie County
5542,San Antonio-New Braunfels,TX,78214,San Antonio,Bexar County
5543,Greenville-Anderson-Mauldin,SC,29644,Fountain Inn,Greenville County
5544,Richmond,VA,23294,Henrico,Henrico County
5545,Logan,UT,84341,North Logan,Cache County
5546,Mobile,AL,36606,Mobile,Mobile County
5547,Detroit-Warren-Dearborn,MI,48442,Holly,Oakland County
5548,Spartanburg,SC,29379,Union,Union County
5549,Chicago-Naperville-Elgin,IL,60194,Schaumburg,Cook County
5550,Wichita,KS,67208,Wichita,Sedgwick County
5551,Pittsburgh,PA,15644,Jeannette,Westmoreland County
5552,Winchester,VA,22655,Stephens City,Frederick County
5553,Oxnard-Thousand Oaks-Ventura,CA,93041,Port Hueneme,Ventura County
5554,Minneapolis-St. Paul-Bloomington,MN,55317,Chanhassen,Carver County
5555,Boston-Cambridge-Newton,MA,1890,Winchester,Middlesex County
5556,Huntington-Ashland,KY,41101,Ashland,Boyd County
5557,Bogalusa,LA,70427,Bogalusa,Washington Parish
5558,Olean,NY,14760,Olean,Cattaraugus County
5559,Baltimore-Columbia-Towson,MD,21158,Westminster,Carroll County
5560,Deltona-Daytona Beach-Ormond Beach,FL,32141,Edgewater,Volusia County
5561,Red Wing,MN,55066,Red Wing,Goodhue County
5562,Gainesville,FL,32601,Gainesville,Alachua County
5563,Show Low,AZ,85901,Show Low,Navajo County
5564,Casper,WY,82609,Casper,Natrona County
5565,Fort Smith,AR,72904,Fort Smith,Sebastian County
5566,Waycross,GA,31503,Waycross,Ware County
5567,Kearney,NE,68845,Kearney,Buffalo County
5568,Wausau,WI,54476,Weston,Marathon County
5569,Boston-Cambridge-Newton,MA,2129,Boston,Suffolk County
5570,Albany-Schenectady-Troy,NY,12110,Colonie,Albany County
5571,Jacksonville,FL,32097,Yulee,Nassau County
5572,Houston-The Woodlands-Sugar Land,TX,77086,Houston,Harris County
5573,Bellefontaine,OH,43311,Bellefontaine,Logan County
5574,,MI,48624,Gladwin,Gladwin County
5575,Los Angeles-Long Beach-Anaheim,CA,90602,Whittier,Los Angeles County
5576,Oneonta,NY,13820,Oneonta,Otsego County
5577,Indianapolis-Carmel-Anderson,IN,46012,Anderson,Madison County
5578,Washington-Arlington-Alexandria,MD,20871,Clarksburg,Montgomery County
5579,Newberry,SC,29108,Newberry,Newberry County
5580,Mobile,AL,36693,Mobile,Mobile County
5581,Tucson,AZ,85755,Oro Valley,Pima County
5582,Panama City,FL,32407,Panama City Beach,Bay County
5583,San Antonio-New Braunfels,TX,78222,San Antonio,Bexar County
5584,Riverside-San Bernardino-Ontario,CA,91737,Rancho Cucamonga,San Bernardino County
5585,Riverton,WY,82501,Riverton,Fremont County
5586,Philadelphia-Camden-Wilmington,PA,19106,Philadelphia,Philadelphia County
5587,New York-Newark-Jersey City,NJ,7080,South Plainfield,Middlesex County
5588,Tampa-St. Petersburg-Clearwater,FL,33773,Largo,Pinellas County
5589,Gadsden,AL,35901,Gadsden,Etowah County
5590,Fairbanks,AK,99705,North Pole,Fairbanks North Star Borough
5591,Chico,CA,95965,Oroville,Butte County
5592,Bellingham,WA,98230,Blaine,Whatcom County
5593,Olympia-Tumwater,WA,98506,Olympia,Thurston County
5594,New York-Newark-Jersey City,NY,11791,Syosset,Nassau County
5595,Erie,PA,16505,Millcreek,Erie County
5596,Mobile,AL,36575,Semmes,Mobile County
5597,Fort Wayne,IN,46808,Fort Wayne,Allen County
5598,Houston-The Woodlands-Sugar Land,TX,77545,Fresno,Fort Bend County
5599,Jefferson City,MO,65251,Fulton,Callaway County
5600,Merrill,WI,54452,Merrill,Lincoln County
5601,Bloomsburg-Berwick,PA,18603,Berwick,Columbia County
5602,New York-Newark-Jersey City,NY,11967,Shirley,Suffolk County
5603,New York-Newark-Jersey City,NJ,7310,Jersey City,Hudson County
5604,Ottawa-Peru,IL,61364,Streator,La Salle County
5605,Cincinnati,OH,45030,Harrison,Hamilton County
5606,Milwaukee-Waukesha-West Allis,WI,53029,Merton,Waukesha County
5607,Wichita Falls,TX,76310,Wichita Falls,Wichita County
5608,Salem,OR,97317,Salem,Marion County
5609,Allentown-Bethlehem-Easton,PA,18067,Northampton,Northampton County
5610,Virginia Beach-Norfolk-Newport News,VA,23504,Norfolk,Norfolk City
5611,New York-Newark-Jersey City,NJ,7008,Carteret,Middlesex County
5612,Miami-Fort Lauderdale-West Palm Beach,FL,33185,Kendall West,Miami-Dade County
5613,Toledo,OH,43611,Toledo,Lucas County
5614,Shreveport-Bossier City,LA,71055,Minden,Webster Parish
5615,Albany,GA,31721,Albany,Dougherty County
5616,Tulsa,OK,74107,Tulsa,Tulsa County
5617,Duluth,MN,55746,Hibbing,Saint Louis County
5618,Dallas-Fort Worth-Arlington,TX,75180,Balch Springs,Dallas County
5619,Bogalusa,LA,70438,Franklinton,Washington Parish
5620,Manchester-Nashua,NH,3110,Bedford,Hillsborough County
5621,Jackson,MS,39073,Florence,Rankin County
5622,New York-Newark-Jersey City,NJ,7801,Dover,Morris County
5623,Tulsa,OK,74037,Jenks,Tulsa County
5624,Hartford-West Hartford-East Hartford,CT,6112,Hartford,Hartford County
5625,Oxnard-Thousand Oaks-Ventura,CA,93023,Ojai,Ventura County
5626,Salt Lake City,UT,84124,Holladay,Salt Lake County
5627,Denver-Aurora-Lakewood,CO,80246,Denver,Denver County
5628,Miami-Fort Lauderdale-West Palm Beach,FL,33323,Sunrise,Broward County
5629,St. Louis,MO,63135,Ferguson,Saint Louis County
5630,Pocatello,ID,83202,Chubbuck,Bannock County
5631,Boston-Cambridge-Newton,MA,1887,Wilmington,Middlesex County
5632,Philadelphia-Camden-Wilmington,PA,19422,Whitpain,Montgomery County
5633,Lafayette,LA,70520,Carencro,Lafayette Parish
5634,New York-Newark-Jersey City,NY,11021,Great Neck,Nassau County
5635,Hood River,OR,97031,Hood River,Hood River County
5636,Los Angeles-Long Beach-Anaheim,CA,90746,Carson,Los Angeles County
5637,El Paso,TX,79905,El Paso,El Paso County
5638,Tampa-St. Petersburg-Clearwater,FL,34695,Safety Harbor,Pinellas County
5639,Milwaukee-Waukesha-West Allis,WI,53110,Cudahy,Milwaukee County
5640,Buffalo-Cheektowaga-Niagara Falls,NY,14051,Amherst,Erie County
5641,New York-Newark-Jersey City,NY,11501,Mineola,Nassau County
5642,Morristown,TN,37725,Dandridge,Jefferson County
5643,Atlanta-Sandy Springs-Roswell,GA,30009,Alpharetta,Fulton County
5644,Chicago-Naperville-Elgin,IL,60175,Campton Hills,Kane County
5645,Philadelphia-Camden-Wilmington,PA,19046,Abington,Montgomery County
5646,Quincy,IL,62305,Quincy,Adams County
5647,Anchorage,AK,99501,Anchorage,Anchorage Borough
5648,Virginia Beach-Norfolk-Newport News,VA,23692,Yorktown,York County
5649,Greenfield Town,MA,1301,Greenfield,Franklin County
5650,Ponca City,OK,74601,Ponca City,Kay County
5651,New York-Newark-Jersey City,NY,11795,Islip,Suffolk County
5652,Hudson,NY,12534,Hudson,Columbia County
5653,Chicago-Naperville-Elgin,IL,60177,South Elgin,Kane County
5654,Seattle-Tacoma-Bellevue,WA,98177,Shoreline,King County
5655,Roanoke,VA,24014,Roanoke,Roanoke City
5656,Philadelphia-Camden-Wilmington,PA,19014,Aston,Delaware County
5657,Colorado Springs,CO,80905,Colorado Springs,El Paso County
5658,Astoria,OR,97103,Astoria,Clatsop County
5659,Fort Wayne,IN,46818,Fort Wayne,Allen County
5660,Tulsa,OK,74145,Tulsa,Tulsa County
5661,Greeneville,TN,37745,Greeneville,Greene County
5662,,VA,24333,Galax,Carroll County
5663,Buffalo-Cheektowaga-Niagara Falls,NY,14218,Lackawanna,Erie County
5664,Reading,PA,19605,Muhlenberg,Berks County
5665,Lincoln,NE,68504,Lincoln,Lancaster County
5666,San Francisco-Oakland-Hayward,CA,94702,Berkeley,Alameda County
5667,Fort Collins,CO,80528,Fort Collins,Larimer County
5668,Syracuse,NY,13206,Syracuse,Onondaga County
5669,Milwaukee-Waukesha-West Allis,WI,53005,Brookfield,Waukesha County
5670,Philadelphia-Camden-Wilmington,NJ,8028,Glassboro,Gloucester County
5671,Lubbock,TX,79414,Lubbock,Lubbock County
5672,Rochester,NY,14456,Geneva,Ontario County
5673,Escanaba,MI,49829,Escanaba,Delta County
5674,Oklahoma City,OK,73139,Oklahoma City,Oklahoma County
5675,Des Moines-West Des Moines,IA,50125,Indianola,Warren County
5676,Dunn,NC,27501,Angier,Harnett County
5677,,TN,38351,Lexington,Henderson County
5678,Portland-South Portland,ME,4102,Portland,Cumberland County
5679,Key West,FL,33037,Key Largo,Monroe County
5680,Ogden-Clearfield,UT,84040,Layton,Davis County
5681,Akron,OH,44223,Cuyahoga Falls,Summit County
5682,Omaha-Council Bluffs,NE,68130,Omaha,Douglas County
5683,Milwaukee-Waukesha-West Allis,WI,53022,Germantown,Washington County
5684,Seattle-Tacoma-Bellevue,WA,98075,Sammamish,King County
5685,Las Vegas-Henderson-Paradise,NV,89144,Las Vegas,Clark County
5686,New York-Newark-Jersey City,NY,11423,New York,Queens County
5687,North Vernon,IN,47265,North Vernon,Jennings County
5688,Chicago-Naperville-Elgin,IL,60502,Aurora,Kane County
5689,Denver-Aurora-Lakewood,CO,80109,Castle Rock,Douglas County
5690,Florence,SC,29532,Darlington,Darlington County
5691,Miami-Fort Lauderdale-West Palm Beach,FL,33431,Boca Raton,Palm Beach County
5692,Pampa,TX,79065,Pampa,Gray County
5693,New York-Newark-Jersey City,NY,11563,Lynbrook,Nassau County
5694,Dallas-Fort Worth-Arlington,TX,76135,Fort Worth,Tarrant County
5695,Greenville-Anderson-Mauldin,SC,29671,Pickens,Pickens County
5696,Columbus,OH,43138,Logan,Hocking County
5697,Akron,OH,44314,Akron,Summit County
5698,Richmond,VA,23221,Richmond,Richmond City
5699,Memphis,TN,38133,Bartlett,Shelby County
5700,Seattle-Tacoma-Bellevue,WA,98053,Redmond,King County
5701,Worcester,MA,1581,Westborough,Worcester County
5702,Philadelphia-Camden-Wilmington,PA,19023,Darby,Delaware County
5703,Eureka-Arcata-Fortuna,CA,95519,McKinleyville,Humboldt County
5704,Brookings,OR,97415,Brookings,Curry County
5705,Washington-Arlington-Alexandria,VA,22303,Huntington,Fairfax County
5706,Binghamton,NY,13790,Johnson City,Broome County
5707,Anchorage,AK,99515,Anchorage,Anchorage Borough
5708,Chicago-Naperville-Elgin,IL,60045,Lake Forest,Lake County
5709,Minneapolis-St. Paul-Bloomington,MN,55430,Brooklyn Center,Hennepin County
5710,Detroit-Warren-Dearborn,MI,48393,Wixom,Oakland County
5711,Tallahassee,FL,32305,Tallahassee,Leon County
5712,Philadelphia-Camden-Wilmington,NJ,8057,Moorestown-Lenola,Burlington County
5713,Longview,TX,75602,Longview,Gregg County
5714,Des Moines-West Des Moines,IA,50009,Altoona,Polk County
5715,Cleveland-Elyria,OH,44149,Strongsville,Cuyahoga County
5716,Chicago-Naperville-Elgin,IL,60473,South Holland,Cook County
5717,Miami-Fort Lauderdale-West Palm Beach,FL,33472,Boynton Beach,Palm Beach County
5718,Tucson,AZ,85748,Tucson,Pima County
5719,New York-Newark-Jersey City,NJ,7950,Morris Plains,Morris County
5720,Watertown-Fort Atkinson,WI,53538,Fort Atkinson,Jefferson County
5721,Gaffney,SC,29341,Gaffney,Cherokee County
5722,Salt Lake City,UT,84128,West Valley City,Salt Lake County
5723,New York-Newark-Jersey City,NY,11768,Fort Salonga,Suffolk County
5724,Sacramento--Roseville--Arden-Arcade,CA,95746,Granite Bay,Placer County
5725,Cincinnati,OH,45219,Cincinnati,Hamilton County
5726,Whitewater-Elkhorn,WI,53121,Elkhorn,Walworth County
5727,Pittsburgh,PA,15147,Penn Hills,Allegheny County
5728,Portland-Vancouver-Hillsboro,OR,97232,Portland,Multnomah County
5729,Lake Charles,LA,70611,Lake Charles,Calcasieu Parish
5730,Prescott,AZ,86323,Chino Valley,Yavapai County
5731,Clarksdale,MS,38614,Clarksdale,Coahoma County
5732,New Orleans-Metairie,LA,70116,New Orleans,Orleans Parish
5733,Hickory-Lenoir-Morganton,NC,28630,Granite Falls,Caldwell County
5734,Los Angeles-Long Beach-Anaheim,CA,91768,Pomona,Los Angeles County
5735,New York-Newark-Jersey City,NJ,7095,Woodbridge,Middlesex County
5736,New York-Newark-Jersey City,NJ,7203,Roselle,Union County
5737,Opelousas,LA,70535,Eunice,Saint Landry Parish
5738,Philadelphia-Camden-Wilmington,PA,18976,Warrington,Bucks County
5739,Columbus,OH,43140,London,Madison County
5740,Lakeland-Winter Haven,FL,33898,Lake Wales,Polk County
5741,Tampa-St. Petersburg-Clearwater,FL,33634,Town 'n' Country,Hillsborough County
5742,Philadelphia-Camden-Wilmington,NJ,8108,Collingswood,Camden County
5743,Mineral Wells,TX,76067,Mineral Wells,Palo Pinto County
5744,Los Angeles-Long Beach-Anaheim,CA,90240,Downey,Los Angeles County
5745,New York-Newark-Jersey City,NJ,7071,Lyndhurst,Bergen County
5746,Hutchinson,MN,55350,Hutchinson,McLeod County
5747,Birmingham-Hoover,AL,35214,Forestdale,Jefferson County
5748,Orlando-Kissimmee-Sanford,FL,34736,Groveland,Lake County
5749,Washington-Arlington-Alexandria,MD,20720,Bowie,Prince Georges County
5750,Naples-Immokalee-Marco Island,FL,34102,Naples,Collier County
5751,Florence,SC,29506,Florence,Florence County
5752,,FL,32060,Live Oak,Suwannee County
5753,Miami-Fort Lauderdale-West Palm Beach,FL,33469,Tequesta,Palm Beach County
5754,New York-Newark-Jersey City,NJ,7094,Secaucus,Hudson County
5755,Grand Rapids-Wyoming,MI,49512,Kentwood,Kent County
5756,Minneapolis-St. Paul-Bloomington,MN,55441,Plymouth,Hennepin County
5757,Los Angeles-Long Beach-Anaheim,CA,91340,San Fernando,Los Angeles County
5758,Philadelphia-Camden-Wilmington,PA,19342,Glen Mills,Delaware County
5759,New York-Newark-Jersey City,NY,11714,Bethpage,Nassau County
5760,Topeka,KS,66605,Topeka,Shawnee County
5761,Los Angeles-Long Beach-Anaheim,CA,91010,Duarte,Los Angeles County
5762,Fayetteville,NC,28312,Fayetteville,Cumberland County
5763,Hartford-West Hartford-East Hartford,CT,6062,Plainville,Hartford County
5764,Ogden-Clearfield,UT,84075,Syracuse,Davis County
5765,Pittsburgh,PA,15241,Upper Saint Clair,Allegheny County
5766,Cleveland-Elyria,OH,44142,Brook Park,Cuyahoga County
5767,Lansing-East Lansing,MI,48837,Grand Ledge,Eaton County
5768,Tucson,AZ,85749,Tucson,Pima County
5769,Chattanooga,TN,37411,Chattanooga,Hamilton County
5770,Columbia,SC,29204,Columbia,Richland County
5771,Cleveland-Elyria,OH,44017,Berea,Cuyahoga County
5772,,TN,38478,Pulaski,Giles County
5773,San Diego-Carlsbad,CA,92106,San Diego,San Diego County
5774,Louisville/Jefferson County,KY,40031,La Grange,Oldham County
5775,Allentown-Bethlehem-Easton,PA,18235,Mahoning,Carbon County
5776,New York-Newark-Jersey City,NY,11747,Melville,Suffolk County
5777,Detroit-Warren-Dearborn,MI,48094,Washington,Macomb County
5778,Spokane-Spokane Valley,WA,99202,Spokane,Spokane County
5779,Dallas-Fort Worth-Arlington,TX,75237,Dallas,Dallas County
5780,Syracuse,NY,13205,Syracuse,Onondaga County
5781,Dallas-Fort Worth-Arlington,TX,75181,Mesquite,Dallas County
5782,Chicago-Naperville-Elgin,IL,60130,Forest Park,Cook County
5783,Riverside-San Bernardino-Ontario,CA,92316,Bloomington,San Bernardino County
5784,Provo-Orem,UT,84045,Saratoga Springs,Utah County
5785,Cleveland-Elyria,OH,44126,Fairview Park,Cuyahoga County
5786,Lansing-East Lansing,MI,48854,Mason,Ingham County
5787,,WY,82414,Cody,Park County
5788,Asheville,NC,28732,Fletcher,Henderson County
5789,Salt Lake City,UT,84108,Salt Lake City,Salt Lake County
5790,Nashville-Davidson--Murfreesboro--Franklin,TN,37212,Nashville,Davidson County
5791,Richmond,VA,23114,Midlothian,Chesterfield County
5792,New York-Newark-Jersey City,NY,10990,Warwick,Orange County
5793,Hartford-West Hartford-East Hartford,CT,6037,Berlin,Hartford County
5794,Great Bend,KS,67530,Great Bend,Barton County
5795,Jamestown,ND,58401,Jamestown,Stutsman County
5796,Cape Coral-Fort Myers,FL,33971,Lehigh Acres,Lee County
5797,Weirton-Steubenville,OH,43952,Steubenville,Jefferson County
5798,Detroit-Warren-Dearborn,MI,48114,Brighton,Livingston County
5799,San Francisco-Oakland-Hayward,CA,94105,San Francisco,San Francisco County
5800,Florence-Muscle Shoals,AL,35661,Muscle Shoals,Colbert County
5801,Chicago-Naperville-Elgin,IL,60491,Homer Glen,Will County
5802,Cleveland-Elyria,OH,44057,Madison,Lake County
5803,Riverside-San Bernardino-Ontario,CA,92860,Norco,Riverside County
5804,Charlotte-Concord-Gastonia,NC,28036,Davidson,Mecklenburg County
5805,,SC,29102,Manning,Clarendon County
5806,Big Rapids,MI,49307,Big Rapids,Mecosta County
5807,Providence-Warwick,RI,2882,Narragansett,Washington County
5808,Savannah,GA,31312,Guyton,Effingham County
5809,Mansfield,OH,44906,Mansfield,Richland County
5810,,TN,38372,Savannah,Hardin County
5811,Rocky Mount,NC,27801,Rocky Mount,Nash County
5812,Oklahoma City,OK,73018,Chickasha,Grady County
5813,Miami-Fort Lauderdale-West Palm Beach,FL,33129,Miami,Miami-Dade County
5814,Boston-Cambridge-Newton,NH,3842,Hampton,Rockingham County
5815,Ocean City,NJ,8260,North Wildwood,Cape May County
5816,Portland-Vancouver-Hillsboro,OR,97055,Sandy,Clackamas County
5817,Midland,TX,79703,Midland,Midland County
5818,Orlando-Kissimmee-Sanford,FL,34771,Saint Cloud,Osceola County
5819,Springfield,MO,65738,Republic,Greene County
5820,Oklahoma City,OK,73114,Oklahoma City,Oklahoma County
5821,Chattanooga,GA,30728,Lafayette,Walker County
5822,South Bend-Mishawaka,IN,46619,South Bend,Saint Joseph County
5823,Louisville/Jefferson County,KY,40204,Louisville,Jefferson County
5824,Chicago-Naperville-Elgin,IN,46319,Griffith,Lake County
5825,Fayetteville-Springdale-Rogers,AR,72715,Bella Vista,Benton County
5826,,GA,30643,Hartwell,Hart County
5827,Tiffin,OH,44830,Fostoria,Seneca County
5828,Washington-Arlington-Alexandria,MD,20646,La Plata,Charles County
5829,New York-Newark-Jersey City,NY,10310,New York,Richmond County
5830,Gadsden,AL,35903,Gadsden,Etowah County
5831,New York-Newark-Jersey City,NY,11369,New York,Queens County
5832,Providence-Warwick,RI,2915,East Providence,Providence County
5833,Peoria,IL,61550,Morton,Tazewell County
5834,Miami-Fort Lauderdale-West Palm Beach,FL,33405,West Palm Beach,Palm Beach County
5835,New York-Newark-Jersey City,NJ,7871,Sparta,Sussex County
5836,Phoenix-Mesa-Scottsdale,AZ,85284,Tempe,Maricopa County
5837,Miami-Fort Lauderdale-West Palm Beach,FL,33132,Miami,Miami-Dade County
5838,St. Cloud,MN,56377,Sartell,Stearns County
5839,Dallas-Fort Worth-Arlington,TX,76009,Alvarado,Johnson County
5840,Grenada,MS,38901,Grenada,Grenada County
5841,San Jose-Sunnyvale-Santa Clara,CA,94301,Palo Alto,Santa Clara County
5842,Morehead City,NC,28557,Morehead City,Carteret County
5843,Detroit-Warren-Dearborn,MI,48334,Farmington Hills,Oakland County
5844,Boston-Cambridge-Newton,MA,2170,Quincy,Norfolk County
5845,Youngstown-Warren-Boardman,PA,16148,Hermitage,Mercer County
5846,Angola,IN,46703,Angola,Steuben County
5847,Charleston-North Charleston,SC,29492,Charleston,Charleston County
5848,Jacksonville,FL,32226,Jacksonville,Duval County
5849,Memphis,TN,38141,Memphis,Shelby County
5850,Providence-Warwick,RI,2871,Portsmouth,Newport County
5851,Waterloo-Cedar Falls,IA,50703,Waterloo,Black Hawk County
5852,Allentown-Bethlehem-Easton,PA,18049,Emmaus,Lehigh County
5853,Boise City,ID,83703,Boise,Ada County
5854,Allentown-Bethlehem-Easton,PA,18020,Bethlehem,Northampton County
5855,Roanoke,VA,24015,Roanoke,Roanoke City
5856,Duluth,MN,55803,Duluth,Saint Louis County
5857,Trenton,NJ,8690,Hamilton,Mercer County
5858,Rochester,MN,55906,Rochester,Olmsted County
5859,New Haven-Milford,CT,6443,Madison,New Haven County
5860,Washington-Arlington-Alexandria,DC,20037,Washington,District of Columbia
5861,Philadelphia-Camden-Wilmington,NJ,8034,Cherry Hill,Camden County
5862,Daphne-Fairhope-Foley,AL,36507,Bay Minette,Baldwin County
5863,Baton Rouge,LA,70706,Denham Springs,Livingston Parish
5864,Modesto,CA,95367,Riverbank,Stanislaus County
5865,,MA,2554,Nantucket,Nantucket County
5866,La Grande,OR,97850,La Grande,Union County
5867,Charleston-North Charleston,SC,29410,Hanahan,Berkeley County
5868,Cincinnati,KY,41091,Union,Boone County
5869,Henderson,NC,27536,Henderson,Vance County
5870,Corpus Christi,TX,78374,Portland,San Patricio County
5871,Minneapolis-St. Paul-Bloomington,MN,55344,Eden Prairie,Hennepin County
5872,Richmond,VA,23226,Richmond,Richmond City
5873,Omaha-Council Bluffs,NE,68128,La Vista,Sarpy County
5874,Baltimore-Columbia-Towson,MD,21214,Baltimore,Baltimore City
5875,Dallas-Fort Worth-Arlington,TX,76120,Fort Worth,Tarrant County
